,Drug_Name,Uses,Image URL,Manufacturer,Rating,Route_of_Administration
5538,Olmetime 20 Tablet,Hypertension (high blood pressure) Heart failure heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/560c92e3950e44ab84ceb6cc565dd22f.jpg",Mankind Pharma Ltd,3.34,Tablet
5539,Luly Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/784cef54c9594c4cb1501c848c5029ed.jpg",Brinton Pharmaceuticals Pvt Ltd,3.34,Cream
5540,Nureeto 90 Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/88f7ed36ef2848e6ab5eaf3474e38f05.jpg",Intas Pharmaceuticals Ltd,3.34,Tablet
5541,Telmiduce 40mg Tablet,Hypertension (high blood pressure) heart attack strokeTreatment Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/scsja1mxmw5vwauvhm2k.jpg",Macleods Pharmaceuticals Pvt Ltd,3.34,Tablet
5542,Telvas CT LS Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dyljyxlvutlitymei67q.jpg",Aristo Pharmaceuticals Pvt Ltd,3.34,Tablet
5543,L-Sys Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vlz0knykyi9avktudueh.jpg",Systopic Laboratories Pvt Ltd,3.34,Cream
5544,Prolomet XL 12.5 Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain) ArrhythmiaPrevention Heart attackPrevention Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/gv0zgrebq939yybsx0i8.jpg",Sun Pharmaceutical Industries Ltd,3.34,Tablet
5545,Pancicare-D Capsule PR,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ztl6z4namhkryp2lb7zf.jpg",Hegde and Hegde Pharmaceutical LLP,3.34,PR
5546,Renerve P 750mcg/75mg Capsule,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a722e177ac1943848c607268fb88ddbc.jpg",Eris Lifesciences Ltd,3.34,Capsule
5547,Telpres CT 80 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/o13avi4dxhypecuoqpev.jpg",Abbott,3.34,Tablet
5548,Sompraz 40 Tablet,Gastroesophageal reflux (Acid reflux) Peptic ulcer diseaseTreatment Zollinger-Ellison syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/q8ns1b7gz5uojejha6u3.jpg",Sun Pharmaceutical Industries Ltd,3.34,Tablet
5549,Myatro 0.01% Eye Drop,Myopia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ntv02dewkv4dxpvyfvcp.jpg",Entod Pharmaceuticals Ltd,3.34,Drop
5550,Gliclaz M 80 mg/500 mg Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/20dc20217b5f420986c1379c0f73fdce.jpg",Khandelwal Laboratories Pvt Ltd,3.34,Tablet
5551,Lindox-L Capsule,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/lpiowjnwgoi2cobwbvig.jpg",Lincoln Pharmaceuticals Ltd,3.34,Capsule
5552,Teravir Tablet,Chronic hepatitis B virus (HBV) infectionTreatment HIV infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/1b291cc312f74d8ca3a87cf8c48c0174.jpg",Natco Pharma Ltd,3.34,Tablet
5553,Solvin Cold AF Oral Drops,Common cold,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zuu098tlhsfxf9nlvkfm.jpg",Ipca Laboratories Ltd,3.34,Drops
5554,Tafnat Tablet,Chronic hepatitis B virus (HBV) infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/htz07srxmkwdxj6dxzvt.jpg",Natco Pharma Ltd,3.34,Tablet
5555,Meftal-Spas DS Tablet,Menstrual painTreatment Abdominal cramp,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/p7gs7yy9iku4cr0dtonb.jpg",Blue Cross Laboratories Ltd,3.34,Tablet
5556,Etomav 120 Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/b4gtoxpim1bhh92rqztc.jpg",Maverick Pharma Pvt Ltd,3.34,Tablet
5557,Womenox Injection,Blood clots,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/eb84a6e1adfb4e89a9f7523462e060a7.jpg",Intas Pharmaceuticals Ltd,3.34,Injection
5558,Macpod CV 200 Tablet,Respiratory tract infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/58a32700bde44bca94003a41dfbf1955.jpg",Macleods Pharmaceuticals Pvt Ltd,3.34,Tablet
5559,Oframax Forte 1.5g Injection,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/islcwp7bg0g22r5btmlo.jpg",Sun Pharmaceutical Industries Ltd,3.34,Injection
5560,Dentogel Liquid,Mouth ulcers,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/suu9kqtsxqv77ajlxpkv.jpg",Indoco Remedies Ltd,3.34,Liquid
5561,Tri-Olmetor 40 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5aa09948e3664507af6c5c8607b1e3cb.jpg",Torrent Pharmaceuticals Ltd,3.34,Tablet
5562,Lipitas 10 Tablet,High cholesterol heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/mejkbdfpetkxzmxov5mq.jpg",Intas Pharmaceuticals Ltd,3.34,Tablet
5563,Volibo M 0.3 Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/engzlxg6mclqoni6bswn.jpg",Sun Pharmaceutical Industries Ltd,3.34,Tablet
5564,Softvisc New Softvisc Lubricant Eye Drop,Dry eyes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/j0rawivngsh2htkmdhyl.jpg",Ajanta Pharma Ltd,3.34,Drop
5565,Onitraz -Forte Capsule,Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lgrh6tactdmau8agv0ke.jpg",KLM Laboratories Pvt Ltd,3.34,Capsule
5566,Pirfemac 400 Tablet,Idiopathic pulmonary fibrosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mojnhnxiduzqndtx23ba.jpg",Macleods Pharmaceuticals Pvt Ltd,3.34,Tablet
5567,Rosulip 10 Tablet,High cholesterol heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/owv4hkfrgueaazgns2jx.jpg",Cipla Ltd,3.34,Tablet
5568,Moxclav BD 228.5mg Powder for Oral Suspension,Resistance Tuberculosis (TB) Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/y8nag2bvu5ru98im1chf.jpg",Sun Pharmaceutical Industries Ltd,3.34,Suspension
5569,Tenali M 1000mg/20mg Tablet ER,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c4c231077b6b4949926feabdb97d830f.jpg",Cadila Pharmaceuticals Ltd,3.34,ER
5570,Oxipod 50mg Dry Syrup,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3677121a513d42adabc796886d9f2db0.jpg",Indoco Remedies Ltd,3.34,Syrup
5571,M-Sys Ointment,Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b9b0b99aaa174e37bdb2d3c092d60042.jpg",Systopic Laboratories Pvt Ltd,3.34,Ointment
5572,Muzika 20mg/37.5mg Tablet,Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rohmnlc6747s3wj281yl.jpg",Alkem Laboratories Ltd,3.34,Tablet
5573,Dibeta GB 5 mg/500 mg Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/89bd5343ec314ba7ac4ce4f29869d3a4.jpg",Torrent Pharmaceuticals Ltd,3.32,Tablet
5574,Vilamid 20 Tablet,Depression,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/kknafafqkcnvfaspntxl.jpg",Lupin Ltd,3.32,Tablet
5575,Ivanode 5 Tablet,Angina (heart-related chest pain) Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ce0lvbcdsnnqywyemwos.jpg",Torrent Pharmaceuticals Ltd,3.32,Tablet
5576,Targit 40 Tablet,Hypertension (high blood pressure) heart attack strokeTreatment Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/mcntrjlbhj4nqzavpvgw.jpg",Pfizer Ltd,3.32,Tablet
5577,Pentids 800 Tablet,Bacterial infectionsTreatment SyphilisPrevention Rheumatic fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/daotyghburs2c9stc7qt.jpg",Abbott,3.32,Tablet
5578,Tenlimac Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ubmcgkrycbdkgaquwxb2.jpg",Macleods Pharmaceuticals Pvt Ltd,3.32,Tablet
5579,Telma 40 Tablet,Hypertension (high blood pressure) heart attack strokeTreatment Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/noavpzdu0b9myhvqrcn6.png",Glenmark Pharmaceuticals Ltd,3.32,Tablet
5580,Gabamax 75mg Capsule,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jk3fh9cpskxtlklti38t.jpg",Aristo Pharmaceuticals Pvt Ltd,3.32,Capsule
5581,Pantakind-Flux Capsule SR,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/piqq7pxobyud3k95mpde.jpg",Mankind Pharma Ltd,3.32,SR
5582,Draminate 50mg Tablet,Allergic conditions Motion sickness,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/af308682d7b64cb7a95cf9cf63f88bd7.jpg",RPG Life Sciences Ltd,3.32,Tablet
5583,Prax 10 Tablet,Heart attackPrevention Stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/duhlijnb1rnivbhi25wi.jpg",Torrent Pharmaceuticals Ltd,3.32,Tablet
5584,Zinepra 10 Tablet SR,Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/r1hp5o6sklngzro4jpyx.jpg",La Renon Healthcare Pvt Ltd,3.32,SR
5585,Eritel 20 Tablet,Hypertension (high blood pressure) heart attack strokeTreatment Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/w5ssjyqo50zs0xqkqrwg.jpg",Eris Lifesciences Ltd,3.32,Tablet
5586,Niftas 50 Tablet,Bacterial infections urinary tract,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pilrwevpihqcoskuajwe.jpg",Intas Pharmaceuticals Ltd,3.32,Tablet
5587,Lariago 40mg Injection,Malaria,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/januqcs5dv7nhhkpu0cf.jpg",Ipca Laboratories Ltd,3.32,Injection
5588,Nadoxin Plus Cream,Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/b5yl6urtw2ztnvgquztr.jpg",Dr Reddy's Laboratories Ltd,3.32,Cream
5589,Ketoscalp Shampoo from Leeford for Antifungal Infections,Dandruff,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rd7ixqu9ed5qtggnflt9.jpg",Leeford Healthcare Ltd,3.32,Infections
5590,Rosuvas F 20 Tablet,High cholesterolPrevention Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xriip7aglcgso2h2rxlb.jpg",Sun Pharmaceutical Industries Ltd,3.32,Tablet
5591,Nebistar 5 Tablet,Hypertension (high blood pressure) Heart attackPrevention Stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/f4rgxdsodeypcb1rutix.jpg",Lupin Ltd,3.32,Tablet
5592,Mobiswift-D Tablet,Pain muscle spasm,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gnrrjviugocrrzqszwwg.jpg",Sun Pharmaceutical Industries Ltd,3.32,Tablet
5593,Teczine Tablet,Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/actqbhbpldltqpj3jidw.jpg",Sun Pharmaceutical Industries Ltd,3.32,Tablet
5594,Vasosure Tablet,Pulmonary arterial hypertension (PAH),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b524e616e4a140079b01df9a47c8c878.jpg",Lupin Ltd,3.32,Tablet
5595,Kinpride Tablet,Gastroesophageal reflux (Acid reflux) Indigestion,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/omaehsecbzpbs7kvvcgl.jpg",Dr Reddy's Laboratories Ltd,3.32,Tablet
5596,Inogla-M 500 Tablet SR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wdivsd4yfnpfwyjflarp.jpg",Wockhardt Ltd,3.32,SR
5597,Itragreat 200 Capsule,Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/glicodudwf6jrimkolti.png",Mankind Pharma Ltd,3.32,Capsule
5598,Planokuf XP  Syrup,Cough,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/8d83f197af224a2d98addd4222de43ad.jpg",Shreya Life Sciences Pvt Ltd,3.32,Syrup
5599,Tenormin 25 Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain) ArrhythmiaPrevention Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/aqdb5hdna3wrhb8sk8di.jpg",Abbott,3.32,Tablet
5600,Telmed Beta 25 Tablet ER,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/avu2ikvandoau1ixga3o.jpg",Medley Pharmaceuticals,3.32,ER
5601,Zerodol-P Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/avrrcy33n6coazmhdycy.jpg",Ipca Laboratories Ltd,3.32,Tablet
5602,Valembic 40mg Tablet,Hypertension (high blood pressure) Heart failure heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/pt0dsu099cjsnmmmghzs.jpg",Alembic Pharmaceuticals Ltd,3.32,Tablet
5603,Sorvate C Ointment,Psoriasis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/31f7682eaa8c487d86d0adfe07f89c4e.jpg",Glenmark Pharmaceuticals Ltd,3.32,Ointment
5604,Uthral 500mg Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/893aaf5fc4cd4500bebf4bb3f0d9c644.jpg",Unison Pharmaceuticals Pvt Ltd,3.32,Tablet
5605,Voglimac MF 0.3 Tablet SR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kxdxljgoa2uvy2spspna.jpg",Macleods Pharmaceuticals Pvt Ltd,3.32,SR
5606,Nortimer 25mg Tablet,Depression Bed-wetting Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/8d4e2cc9b29341f28a99db8e0b05e22f.jpg",Intas Pharmaceuticals Ltd,3.32,Tablet
5607,Atormac Gold 10 Capsule,Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bokaiofz6jhibofrzfth.jpg",Macleods Pharmaceuticals Pvt Ltd,3.32,Capsule
5608,Oncet-CF  Tablet,Common cold,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/lupgmwhuintek4qgckzk.jpg",Medley Pharmaceuticals,3.32,Tablet
5609,Human Mixtard 70/30 Suspension for Injection 40IU/ml,Diabetes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ybe27j1sqmjwyqsbkidj.jpg",Novo Nordisk India Pvt Ltd,3.32,40IU/ml
5610,Acitrom 3 Tablet,Blood clots,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/npto8k0jmxkxzueoof1j.jpg",Abbott,3.32,Tablet
5611,Niofine Tablet,Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/aict0d9dejpskyv0lvvu.jpg",KLM Laboratories Pvt Ltd,3.32,Tablet
5612,Nebipil SA Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pzb6lbcfie4zsigivbfs.jpg",Alkem Laboratories Ltd,3.32,Tablet
5613,Esperal Tablet,Alcohol addiction,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0226709806c4416e97a267c1a4fdbd43.jpg",Torrent Pharmaceuticals Ltd,3.32,Tablet
5614,Endogest 200 SR Tablet,Hormone replacement therapyTreatment Female infertility,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/l80srtiazi6hiqhjxzzp.jpg",Cipla Ltd,3.32,Tablet
5615,Mefkind Forte Tablet,Pain reliefTreatment Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ddxnaspxqf5flpax0vky.jpg",Mankind Pharma Ltd,3.32,Tablet
5616,Roxid M Tablet,Respiratory tract infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jko4yidi6f10czzmsea7.jpg",Alembic Pharmaceuticals Ltd,3.32,Tablet
5617,Metpure -XL 25 Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain) ArrhythmiaPrevention Heart attackPrevention StrokePrevention Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pwwri67le2o5i2xm8t6a.jpg",Emcure Pharmaceuticals Ltd,3.32,Tablet
5618,Encorate 300 Tablet,Epilepsy/SeizuresPrevention Migraine Bipolar disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ivvgy6wszgcyo4hswwqh.jpg",Sun Pharmaceutical Industries Ltd,3.32,Tablet
5619,Nikoran 10 Tablet,Angina (heart-related chest pain),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/raya5drbsiaecyykqukw.jpg",Torrent Pharmaceuticals Ltd,3.32,Tablet
5620,Trivedon MR Tablet,Angina (heart-related chest pain),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/yiiqpjwhhvjttwrlmhrh.jpg",Cipla Ltd,3.32,Tablet
5621,Amlokind 2.5 Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c1krcwuokin2t69daoaq.jpg",Mankind Pharma Ltd,3.32,Tablet
5622,Afitra 200 Capsule,Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wzpvteyylg0zquflwuu7.jpg",Rapross Pharmaceuticals Pvt Ltd,3.32,Capsule
5623,Dabiclot 150mg Capsule,Blood clots,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/dosxvuboflngwmliimlk.jpg",Alkem Laboratories Ltd,3.32,Capsule
5624,Anorelief Cream,Anal fissure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fdlq7sbdfdc1kqe3jbnl.jpg",Micro Labs Ltd,3.32,Cream
5625,Prazopress 1 Tablet,Hypertension (high blood pressure) Heart failureTreatment Benign prostatic hyperplasia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/fp3wsgs0nu7kapoo6si1.jpg",Sun Pharmaceutical Industries Ltd,3.32,Tablet
5626,Hifenac SR Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/fa6p6gmpah1uytbn8las.jpg",Intas Pharmaceuticals Ltd,3.32,Tablet
5627,Fapvir Tablet,Coronavirus (COVID-19),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/k3v7rr5kvevuwzst5udk.jpg",Abbott,3.32,Tablet
5628,Glocin Gel,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/gwmunkbxcpsgb5xksgf8.jpg",Glowderma Labs Pvt Ltd,3.32,Gel
5629,Arbitel-AM Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/01d71ed809ff4a2884fcacd66d2df186.jpg",Micro Labs Ltd,3.32,Tablet
5630,Oxipod 200mg Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/6570f5f0be1643ad8fe6181baa09f8ee.jpg",Indoco Remedies Ltd,3.32,Tablet
5631,Levolin 50mcg Inhaler,Chronic obstructive pulmonary (COPD) Asthma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/nimrrccivlkapnxsstc4.jpg",Cipla Ltd,3.32,Inhaler
5632,Ketanov Injection,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vxorq6yotbq7latdctax.jpg",Sun Pharmaceutical Industries Ltd,3.32,Injection
5633,Saliderm CL Face Wash,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jy2elphap5uilthjyntv.jpg",Dermo Care Laboratories,3.32,Wash
5634,Mobicam 20mg Tablet DT,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/edd56a8459bd4512812289418f5ecfdf.jpg",Cipla Ltd,3.32,DT
5635,Etaze-ID Cream,Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/atompytshutlxjped21l.jpg",Mohrish Pharmaceuticals,3.32,Cream
5636,Kenozole Shampoo,Dandruff,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/yc4ruvc0irgrxr9end0k.jpg",Brinton Pharmaceuticals Pvt Ltd,3.32,Shampoo
